person_id,label,text
549,firstname,УЛЬЯНА
1647,firstname,КОНДРАТ
335,department_code,291-831
1153,passport_id,2476 246742
691,surname,АФАНАСЬE8
996,passport_series,3837
152,department_code,891-623
665,noise,ЛИЧНЫЙ КOД
1272,gender,МУЖ
1179,passport_number,968475
432,patronymic,ВАДИМОВНА
288,noise,416986
1542,gender,МУЖ.
731,department_code,091-848
227,passport_number,255559
297,noise,МЕСТО ЖИTЕЛЬСТВA
10,patronymic,ТИХОНОВИЧ
1737,birth_date,31.57.1991
757,passport_series,3568
1436,surname,ДАНИЛОВА
1300,issued_by,ПAСПОРТНО-ВI3ОВАЯ СЛУЖБА ОВД ПО КАMЧАТСКОМУ КРАЮ В Г. ПEТPОПА8JОВCK-КАМЧАТСКИЙ
7,passport_series,2153
1220,birth_date,26.10.1990
879,patronymic,ЮЛЬЕBИЧ
1578,noise,PNRUS<<<<<<<<<<<
664,department_code,612-266
311,department_code,283-379
705,firstname,АКУЛIНА
759,passport_series,6392
1389,surname,MАKСИМ08А
1269,noise,PNRUS<<<<<<<<<<<
220,surname,МИХЕЕВА
1700,department_code,771-418
1880,noise,ЛИЧНЫЙ КОД
1792,passport_number,962940
807,noise,МЕСТО ЖИТЕЛЬСТВА
1049,birth_place,Г. МАГAДАН
291,passport_id,9595177376
1022,issue_date,96.08.2011
82,issued_by,ПAСПОРТНЫЙ СТОЛ ОВД ПО САМАРСКОЙ ОБЛАСТИ
1082,patronymic,ВЕНИАMИНОВНА
467,issued_by,ПАСПОРТНЫЙ СТOЛ ОВД ПО ПЕРМСКОМУ КРАЮ В Г. БEРЕЗНИКИ
29,gender,ЖЕН
1573,issue_date,26.02.2008
536,issue_date,07.06.2006
1534,noise,DАТА ВЫДАЧИ
1905,issued_by,ГЛАВНOЕ УПРАВЛЕНИЕ МВД РОССИИ ПО ОМCКОЙ ОБЛАСТИ В Г. TАРА
492,birth_place,Г. БAВJЫ
180,firstname,ОЛЕГ
229,noise,341364
170,noise,20.11.2001
65,noise,ПОDПИСЬ ВЛАДЕЛЬЦА
1262,birth_place,Г. МАГАДАН
247,issue_date,14.09.2021
1121,passport_id,5982 005363
1908,gender,МУЖ
83,department_code,491-695
1022,surname,СОЛОВЬЕB
966,noise,ОТДЕЛЕНИЕ
1836,noise,798138
1657,department_code,592-392
1355,noise,21.09.1957
279,patronymic,ЯКОВJEBНА
91,passport_number,976756
14,surname,СЫCОЕВ
433,issue_date,15.10.2003
1033,firstname,ЖАННА
1234,noise,27.12.2002
1207,passport_number,437153
849,noise,41.04.1951
692,issued_by,ТЕРРIТ0РИАЛЬHЫЙ ОТДЕЛ МВД PОССИИ ПО ХАБАРОВСКОМУ КРАЮ В Г. ХАБАРОВСК
576,patronymic,ФЕДОСЬЕВИЧ
943,passport_series,6045
1129,passport_id,8148 859814
27,department_code,912-425
1945,passport_series,1167
1866,passport_series,3131
753,issue_date,25-06-2015
1,issued_by,МEЖРАЙОННЫЙ ОТДЕЛ УФMС POССИN ПО МОСКОВСКОЙ ОБЛАСТИ
1214,surname,ЕМЕЛЬЯНОВ
745,surname,СЕМЕНOВ
717,gender,ЖЕН.
1155,issue_date,23.00.2020
819,issue_date,02.04.2021
329,birth_date,02.08.1974
1578,passport_series,6329
439,firstname,АЛЕKСАНДРА
941,passport_number,988013
954,passport_id,5790 476008
241,passport_id,3662949810
562,firstname,АГГЕЙ
952,noise,10.17.1945
262,passport_series,7447
673,passport_series,4031
569,gender,ЖЕН.
352,passport_series,3754
1616,firstname,ВЛАДИМИР
1403,noise,ПОДПИСЬ ВЛАDEЛЬЦА
891,noise,04.01.1923
696,surname,ЖУРАВЛЕВ
142,birth_place,Г. ЛЮБЕРЦЫ
154,passport_series,7654
1189,passport_id,6741161396
1532,passport_number,090885
1446,noise,706-382
29,issued_by,ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ МВД РОССИИ ПО РЕСПУБЛИКЕ МОРДОВИЯ B Г. РУЗАEВKА
1791,birth_place,Г. НАPТКALА
1930,surname,ФИЛАТОВ
272,noise,525-178
965,noise,МЕСTО ЖИТЕЛЬCТВА
1591,department_code,133-916
745,issue_date,10.09.2011
1510,issued_by,ОTДЕЛ ПОЛИЦИИ УМВД PОССИИ ПО PЕСПУБЛИКЕ БАШКОРТОСТАН В Г. УФА
362,issued_by,ОТДЕЛ УФМС РОССИИ ПО Г. МОCКВЕ В РАЙOНЕ НОВОГИРЕЕВО
331,surname,ПЕСТОВ
936,issue_date,06.08.2010
427,firstname,TВОРИМИР
2,noise,PNRUS<<<<<<<<<<<
686,issue_date,07-08-2009
64,patronymic,БОРИСЛАВОВИЧ
259,passport_id,9258 004797
1347,passport_id,5832974827
1019,surname,ГРОМОВА
541,passport_number,624857
656,issue_date,25.10.2012
1330,birth_date,03.06.2002
773,issued_by,УПРАВЛЕНИЕ МВД РОССИИ ПО РЕСПУБЛИКЕ ХАКАСИЯ В Г. ЧЕРНОГОРСК
912,surname,ГРИШИН
102,passport_id,4743238657
1659,passport_series,1077
930,passport_id,5961 097182
1809,passport_id,8757634635
1260,issued_by,ОТДЕЛ УФМС РОСCNИ ПО ВOЛОГ0ДСКОЙ ОБЛАСТИ В Г. ЧЕРЕПОВЕЦ
1348,issue_date,22.12.2025
186,noise,049861
831,noise,454027
1888,passport_id,9738 642334
1898,noise,09.09.2032
756,patronymic,РОМАHOВНА
934,passport_series,0892
1319,noise,ЛIЧНЫЙ К0Д
757,noise,142349
174,patronymic,ТЕЙМУРАЗОВIЧ
1456,birth_date,19.11.2004
778,issued_by,ОТДЕЛ ПОЛИЦИИ УМВД РОССИИ ПО ОМСКОЙ ОБЛАСТИ
989,noise,340-890
1636,birth_place,Г. ЧИТА
1121,department_code,111-338
773,birth_date,16.02.1978
1436,passport_series,8568
1545,passport_number,077129
1443,passport_id,5471982862
399,department_code,711-336
1869,noise,ОТДЕЛЕНИE
1505,surname,АНИСИМОВА
250,passport_id,4159 396442
826,passport_number,366107
1970,issued_by,УПРА8ЛЕНИЕ ВНУТРЕННИХ ДЕЛ ПО PEСПУБЛИКЕ ТАТАРСТАН В Г. АЛЬМЕTЬЕВСК
1593,birth_date,22.09.1995
206,noise,886772
453,firstname,ПАВЕЛ
922,passport_number,516449
932,department_code,263-663
765,passport_id,1345 842252
181,noise,МЕСТО ЖИТЕЛЬCТВА
1153,patronymic,ОCКАРОВНА
1680,gender,ЖЕН
249,birth_date,19.01.1989
152,passport_id,4654 892929
450,passport_number,234319
627,passport_id,8937 504509
1062,noise,ПОДПИCЬ ВЛАДЕЛЬЦА
1627,noise,ДАТА ВЫДАЧИ
1161,passport_number,527690
683,surname,ВЛАСOВ
1934,passport_series,4436
267,noise,28.02.2035
1852,patronymic,ВАСИЛЬЕВИЧ
304,passport_series,5432
450,passport_number,233319
562,passport_number,798160
1070,passport_id,8395 170327
1701,surname,ШIPЯЕB
395,passport_series,1359
1356,patronymic,БОРИСЛАВОВИЧ
1036,birth_place,Г. AМУРСК
461,surname,РОДИОНОВА
486,patronymic,ЖДАНОВНА
1935,patronymic,ИЗ0ТОВИЧ
232,passport_number,580637
622,firstname,ЕВПРАKСИЯ
655,birth_date,03.06.1970
391,birth_place,Г. ЗAБАЙКАЛЬСК
1476,noise,11.05.2024
538,birth_place,Г. ЕPШОВ
193,noise,ЛИЧНЫЙ КОД
925,firstname,ПАНКРАТИЙ
663,patronymic,ЯКОВЛЕВНА
1943,department_code,551-383
1902,patronymic,ЮЛЬЕВНА
691,noise,ОТДЕJЕHИЕ
271,patronymic,ВЛАДИЛЕНОВИ4
1910,passport_number,552583
358,birth_place,Г. Х0СТА
545,birth_place,Г. ПЕPЕСЛAВЛЬ-ЗАЛЕССКИЙ
1814,passport_number,560987
86,firstname,ВЕРОНИКА
105,passport_number,365195
137,issued_by,ОТДЕЛ ПО ВОПРОСАМ МIГРАЦИИ ОМВД РОССИИ ПО KАРA4AЕВ0-ЧЕРКЕССКОЙ РЕСПУБJИКЕ
295,gender,МУЖ
1779,passport_id,9647920872
1848,noise,14.06.1937
511,noise,ОТДЕЛЕНИЕ
1480,noise,338-852
1701,birth_date,07-07-1962
1459,surname,КУЛAКОВ
647,passport_series,2390
1865,firstname,ЭММАНУИЛ
538,passport_series,9148
966,passport_number,937039
210,birth_date,30.07.1984
1107,passport_series,0883
1587,noise,КОД ПОДРАЗДЕLЕНИЯ
72,surname,ИЛЬИН
622,noise,25.03.2028
1107,birth_place,Г. РЫБИНСК
47,passport_id,1591996873
69,passport_id,6361 795514
996,issued_by,ОТДEЛ ПO ВОПPОСАМ МИГРАЦИИ МВД РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В Г. ЙОШКAР-ОЛА
1943,passport_id,6632 709649
779,patronymic,ПАВЛОВНА
538,department_code,083-713
1544,passport_series,7154
859,issued_by,ОТДЕЛЕНИЕ ПО 8ОПРОСАМ МИГРАЦИИ ОМ8Д РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В Г/ КРАCНОДАР
1822,passport_id,2068 896581
679,noise,17.02.2023
1974,noise,09.11.1946
1691,issue_date,25.06.2017
424,noise,ОTДЕJЕHИЕ
1218,birth_date,03.05.2008
919,gender,МУЖ
1728,passport_number,414021
1130,passport_id,8334 287102
1670,department_code,831-598
1004,passport_id,0831559580
1568,passport_id,4396905062
1097,noise,907-246
1111,department_code,231-690
200,patronymic,ИЗМАИЛОВИЧ
1303,passport_series,4456
818,department_code,063-919
570,patronymic,ВЛАДИСЛАВОВИЧ
1873,birth_date,08.06.1963
84,noise,89.02.1920
1849,noise,07-05-2026
1247,passport_id,6173 761115
598,passport_number,549080
1861,passport_id,1164590079
944,firstname,ПРOВ
712,department_code,391-269
1003,noise,30.06.1996
492,noise,353-262
577,issued_by,ОТДЕЛ МВД РОССИN ПО ПСК0ВСКОЙ О6ЛАСТИ В Г- ВЕЛИКNЕ ЛУКИ
1988,noise,PNRUS<<<<<<<<<<<
516,noise,ПАСПОРТ
409,noise,659390
972,department_code,361-994
1617,firstname,ЛАДИМIР
856,birth_date,18-06-1966
774,passport_id,6951 379183
1334,patronymic,ВАСИЛЬЕВHА
653,issue_date,12.05.2016
1540,birth_place,Г. АЛЕКСАНДРОВ ГAЙ
317,passport_number,001053
1918,gender,МУЖ.
37,issued_by,ГЛАВНОЕ УПРАВЛЕНИЕ МВД PОССИN ПО РЕСПУБLИКЕ ТЫВА В Г- КЫЗЫЛ
212,passport_id,9751 185705
1695,passport_series,0585
947,birth_date,05.10.1996
390,patronymic,АЛЕКСАНДРОВНА
693,birth_date,02.02.1967
1558,department_code,301-850
963,passport_id,8592 583255
1589,noise,ПАСПОРТ
659,department_code,221-854
1072,passport_number,406847
1672,noise,PNRUS<<<<<<<<<<<
1229,passport_number,006532
451,noise,28.12.1903
38,noise,ЛИЧНЫЙ КОD
79,birth_date,29-04-7981
1220,passport_number,600775
1597,passport_number,977133
362,patronymic,ДАНИЛОВНА
1789,noise,834443
1605,department_code,743-422
1170,gender,МУЖ
1573,passport_series,3694
1994,department_code,683-297
1436,gender,ЖЕН.
103,birth_date,29.03.2003
322,passport_id,0174725768
643,passport_id,9955057850
966,noise,<<<<<<<<<<<<<<<<
1572,issue_date,26.01.2023
1023,surname,ЕМЕЛЬЯНОВ
1533,noise,PNRUS<<<<<<<<<<<
1394,passport_series,2730
1046,birth_date,27/07/1995
1835,gender,ЖEН
509,noise,ПОДПИСЬ ВЛАДЕЛЬЦА
1617,noise,14.10.1931
1793,passport_number,257330
171,passport_id,0674468502
1420,noise,581625
1668,passport_series,2395
850,noise,КОД ПОДРАЗДЕЛЕНИЯ
1944,department_code,302-645
574,passport_number,709034
1736,noise,10.11.1954
1490,noise,ЛИЧНЫЙ КОД
1402,birth_place,Г. КРAСНОЯРCК
1613,noise,477758
181,firstname,МАЙЯ
345,issue_date,22.10.2020
34,firstname,РОСТNСЛАВ
830,noise,222-884
1616,passport_number,924476
1170,firstname,ЕВФРОCИНIЯ
1721,passport_series,8936
1083,department_code,193-963
6,passport_number,224423
1604,issue_date,28.07.2016
909,department_code,501-720
229,patronymic,МAКАР0ВНА
225,passport_number,892241
1552,patronymic,ПЕТРОВНА
919,department_code,912-874
105,passport_id,8856 365195
912,passport_id,5590326892
139,passport_number,397135
502,noise,PNRUS<<<<<<<<<<<
399,passport_series,7669
119,firstname,ВАJЕНТNН
1781,birth_place,Г  СУСУМАН
1105,passport_number,303450
1039,passport_id,9695810975
1110,passport_number,388699
1638,surname,ДЕHИСОВ
1598,department_code,802-984
1312,birth_date,07.91.1967
94,birth_place,Г. СОВЕТСKИЙ
207,passport_id,4784856631
1491,department_code,543-169
493,passport_series,5371
1568,passport_series,4936
281,passport_number,930894
1654,patronymic,КОНСТАНТИНОВНА
205,department_code,771-267
1539,birth_date,19.53.2005
1837,birth_place,Г. АСИНО
1452,passport_series,3163
1851,birth_place,Г. ПЛЕСЕЦК
1056,passport_number,614553
1276,passport_id,1171 932264
884,passport_series,3027
1305,passport_id,8236 608546
1044,issue_date,23-10-2015
1364,passport_id,7055 361097
1088,noise,31.02.1913
242,noise,04.05.1911
125,department_code,052-235
300,firstname,ИСАЙ
1294,issue_date,02.08.2010
110,passport_number,584993
818,patronymic,КОНСТАНТИНОВНА
1415,issued_by,ОТДЕЛ ПОЛИЦИИ УМВД РОССNИ ПО РEСПУБЛИКЕ КАЛМЫКИЯ В Г. ЭЛIСTА
1792,surname,ОРLОВА
818,firstname,КNРА
1770,issued_by,ГЛАВНОЕ УПРАВLЕНИЕ MВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛАСТИ
1814,passport_id,7846 560987
1894,surname,ШАРОВ
1078,issue_date,23.08.2013
91,birth_date,10.02.2007
790,passport_number,266776
1893,passport_series,8048
343,gender,МУЖ
161,birth_place,Г. МЦЕНСК
1955,issued_by,МЕЖРАЙOННЫЙ ОТDEЛ УФМС РОСCИИ ПО УЛЬЯНОВСКОЙ 0БЛАСТI В Г. ДИМИТРОВГРАД
1546,passport_number,450006
769,firstname,ВАЛЕНТИН
392,noise,ЛИЧНЫЙ КОД
1459,birth_date,27.12.1969
550,firstname,НАТАЛЬЯ
952,noise,ЛИЧНЫЙ КОД
1048,noise,ЛИЧНЫЙ КОД
539,noise,ЛИЧНЫЙ KОД
1622,surname,КИСЕЛЕВ
1948,surname,ПАВЛ0В
537,department_code,841-689
1587,birth_date,02.12.1972
221,noise,19.10.1981
899,department_code,592-230
1650,issued_by,ОТДЕЛЕНIЕ УФМС РОССNИ ПО РЕСПУБЛИКЕ АЛTАЙ B Г. ГОРНО-АЛТАЙСК
225,noise,071824
584,passport_series,0243
649,department_code,992-657
1594,issued_by,ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ МВД РОССИИ ПО РЕСПУБЛИКЕ 6АШКОРTОСТАH В Г. НЕФТЕКАМСК
289,patronymic,АВГУCТОВIЧ
598,department_code,452-026
345,firstname,НИКОЛАЙ
1128,issue_date,08.11.2016
3,passport_number,623927
1488,patronymic,БОРИСLАВОВИЧ
390,department_code,437-414
482,department_code,813-846
1361,firstname,КОНДPАТ
1109,noise,ДАТА ВЫДАЧИ
471,birth_date,03.08.1984
604,passport_id,1044 470291
343,passport_id,6283 742053
27,passport_id,5193284189
1044,passport_number,990882
802,patronymic,CТЕПАНОВHА
1829,firstname,ГАЛNНА
1771,passport_id,9672 941179
1181,birth_place,Г. PОCТОВ-НА-ДОНУ
969,firstname,МАЙЯ
1769,issue_date,14.09.2016
921,noise,ПАCПОРТ
1904,patronymic,ЕЛИСЕЕВИЧ
464,firstname,ГОСТОМЫСЛ
186,passport_number,136601
1306,noise,04.01.1978
1396,department_code,942-428
216,issued_by,ОТДEЛ УФМС РОССИИ ПО ЧЕ4EHCKОЙ РЕСПУБЛИКЕ
634,issue_date,08.05.2011
1207,noise,ЛИЧНЫЙ КОД
182,passport_id,5139462194
121,noise,347696
1507,birth_date,13.47.1998
1271,birth_date,05.02.1992
1337,department_code,113-134
1267,passport_number,111730
454,birth_place,Г. ЕPШOВ
1180,passport_id,9277962352
981,issue_date,27.02.2017
1940,birth_date,04.09.1955
1445,department_code,773-546
1902,birth_place,Г. ГОЛИЦЫHО
98,passport_id,3695199751
161,noise,МЕСТО ЖИТЕЛЬСТВА
1915,passport_id,2189 638806
1177,noise,РОССИЙСКАЯ ФЕДEРАЦIЯ
577,birth_place,Г. ЖУКОВСКИЙ
1357,birth_place,Г. ЮЖНО-САХАЛNНСК
784,birth_place,Г. ОСТАШКОВ
1513,noise,855584
1862,passport_id,4684914174
885,passport_number,611498
762,passport_id,5256207803
1667,department_code,133-937
1242,noise,КОД ПОДРАЗДЕЛЕНИЯ
905,patronymic,ВАДИМОВНА
1581,passport_series,5184
565,birth_date,28.09.1984
475,passport_number,088834
511,passport_series,9950
664,birth_date,03.11.7997
1109,issued_by,ПАСПОРТНО-ВИЗОВАЯ СЛУЖБА ОВД ПО CАХАJИНСКОЙ ОБЛАСТИ B Г. КОРСАКОВ
1757,gender,ЖEH
1861,issued_by,УПРAВЛЕНИЕ ПО ВОПРОСАМ МNГРАЦИИ М8Д РОССIИ ПО КЕMЕРОВCКОЙ О6LАСТИ В Г. НОВОКУ3НЕЦК
1484,birth_date,15-01-1965
252,noise,PNRUS<<<<<<<<<<<
1741,passport_number,244523
970,noise,28.06.1947
143,surname,ЕВСЕЕВ
1380,birth_date,29.04.1973
1985,birth_date,01.08.1987
179,birth_place,Г. АРМАВИР
113,department_code,612-063
112,birth_date,19.08.1998
824,passport_number,463800
742,gender,МУЖ
1902,department_code,311-440
88,passport_number,765597
1519,firstname,ПРОКOФIЙ
1125,noise,ПОДПИСЬ ВЛАДЕЛЬЦА
1473,patronymic,ЯКОВЛЕВНА
891,department_code,603-962
1122,firstname,ЭМИЛЬ
1806,noise,26.05.1954
864,noise,16.10.1984
80,passport_series,5947
1209,issued_by,УПРАВЛЕНИЕ ВНУТРЕНHИХ ДЕЛ ПО СTАВРОПОЛЬСКОМУ КРАЮ
539,noise,158-269
439,gender,МУЖ
852,noise,ДАТА ВЫДАЧИ
1270,surname,МИРОНОВ
725,passport_id,9181 707651
1840,passport_id,6653 604977
319,birth_place,Г. НОВАЯ ИГИРМА
1167,surname,КАЛАШНИКОВА
537,noise,КОД ПОДРАЗДЕЛЕНИЯ
893,noise,420-876
799,issued_by,0ТДEL ПО ВОПРОСАМ МИГРАЦИИ МВД Р0ССIИ ПО Г. ИЖЕВСК ПО СОВЕТСКОМУ РАЙОНУ
718,birth_date,20.08.1964
455,passport_number,010810
1050,noise,ПОДПИСЬ ВЛАДЕЛЬЦА
1341,surname,ТЕРEHТЬЕВ
839,surname,ШУБИН
235,issued_by,ПАСПОРТНО-ВИ3ОВАЯ СЛУЖБА ОВД ПО РЕСПУБЛИКЕ БАШКОРТОСТАH В Г. УФA
1837,patronymic,ХАРЛАМПОВIЧ
1136,noise,719-112
1959,noise,25.01.1995
308,patronymic,РУСЛАН0ВHA
915,patronymic,НИКNФОРОВНА
553,patronymic,ЕВСТIГНЕEВИЧ
1122,department_code,882-678
820,birth_date,29-08-2105
1662,patronymic,ОCКАPОВНА
1127,passport_number,471750
813,firstname,ПОЛNНА
1424,passport_series,9039
450,noise,LИЧНЫЙ КОД
1668,passport_number,625531
572,noise,ДАТA ВЫДАЧИ
983,department_code,800-246
1508,noise,134-594
109,firstname,АГАФЬЯ
1880,passport_number,527784
1746,patronymic,СТАHИCЛАBОВHА
300,passport_number,689807
1555,noise,16.09.1980
473,passport_number,667535
94,patronymic,ГЕHHАДИЕВНА
340,noise,815375
1926,passport_series,8696
1170,noise,ЛIЧНЫЙ КOД
1938,passport_number,516300
987,passport_id,3754651081
456,patronymic,ГРИГОРЬЕВНА
1753,noise,МЕСТО ЖИТЕЛЬСТВА
598,noise,РОССИЙСКАЯ ФЕДЕРАЦИЯ
82,gender,ЖЕН
399,issued_by,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС Р0ССИИ П0 ИВAНОВСКОЙ ОБЛАСТИ В Г. ШУЯ
15,patronymic,ЧЕСЛАВОВИЧ
112,birth_place,Г. ТЕБЕРДА
260,passport_number,508569
539,patronymic,ЕРЕМЕEВИ4
1744,birth_date,19.07.1981
1831,patronymic,ЯКОВЛЕВНА
1558,birth_place,Г. АЛЕКCАНДРОВСК
1191,passport_series,1881
921,surname,ЮДИН
1168,passport_series,0683
842,passport_number,813042
1498,patronymic,БЕНЕДИКТОВИЧ
685,issue_date,67.09.2020
224,passport_number,008078
439,birth_place,Г. KАЛАЧ-НА-ДОНУ
271,noise,876-576
214,passport_number,216954
820,passport_series,2385
738,department_code,193-073
1380,passport_series,3289
909,patronymic,КОНСТАНТИН0ВНА
1940,passport_series,9733
636,passport_series,5562
1727,surname,МЯСНИКОВ
1795,noise,PNRUS<<<<<<<<<<<
805,issued_by,УПРАВЛЕНИЕ ВНУТРЕННИХ ДЕЛ ПО ИРКУТСКОЙ ОБЛАСТИ 8 Г. ИРКУТСК
683,noise,PNRUS<<<<<<<<<<<
791,firstname,ГЕDЕOН
637,firstname,ЗИНОВИЙ
1286,passport_id,9672 447256
260,noise,ПАСПОРТ
1098,issue_date,02.11.2022
770,department_code,542-606
1590,gender,МУЖ.
1742,noise,16.03.1948
661,passport_id,3953 154851
535,passport_number,843737
106,noise,967-998
1874,passport_number,547587
1532,passport_id,2550 080888
1412,patronymic,ДИМИТРИEВИЧ
1949,passport_id,7548 875827
1208,passport_series,2173
922,birth_date,03.03.1999
43,noise,ПОДПIСЬ 8ЛАДЕЛЬЦА
1982,issue_date,01.08.2020
1670,passport_series,2527
48,firstname,АЛЕКСАНДР
999,passport_number,138576
1311,department_code,991-621
1498,passport_series,5654
1805,birth_date,13 10 1993
1850,birth_date,25.02.1988
1747,firstname,АЛЛА
1205,birth_place,Г. ЧЕРСКИЙ
1407,noise,ДАТА ВЫДАЧИ
586,passport_id,0935 524237
387,noise,415-983
1013,birth_date,20.04.1999
917,birth_date,08-11-1968
433,department_code,351-952
20,surname,ДАВЫДОВА
1946,noise,ПАСПОРТ
1691,noise,ПОДПNСЬ ВЛАДЕЛЬЦА
564,department_code,163-175
1135,birth_place,Г. ВЕРЕЩAГIНО (ПЕРМ.)
16,issue_date,25.10.2011
1444,passport_id,0285 398858
973,birth_place,Г. ПOДОJЬСК
621,passport_number,270683
1201,department_code,852-571
1206,firstname,ФЛОРЕНТNН
1947,issue_date,38.12.2010
1228,firstname,СОФИЯ
390,noise,LИЧНЫЙ КОД
1053,passport_series,3166
1583,passport_series,7683
1967,firstname,ФЛОPЕНТИН
1306,passport_series,3052
1849,passport_id,3383342242
1457,department_code,561-997
1623,noise,229337
95,department_code,033-326
1139,issue_date,19.09.2024
1963,passport_number,535242
222,issued_by,УПРАВЛЕНИE ВНУТPЕННИХ ДЕЛ ПО ИРKУТСКОЙ ОБЛAСТИ
979,surname,ФЕДОСЕЕВА
761,birth_date,06.03.1993
1490,birth_place,Г. ШАМАPЫ
37,passport_series,7727
600,passport_id,2795639746
1567,noise,36.05.1963
927,passport_id,8660665128
1537,firstname,EЛEНА
1085,birth_date,02.06.1992
1175,noise,950-681
750,surname,ГАВРИЛОВ
1060,noise,398464
1680,passport_id,3993213447
1313,issued_by,УПРАВЛЕНИЕ МВД РОССИИ ПО РЕСПУБЛИКЕ БAШКОРТОСТАН
484,passport_number,178905
572,passport_number,284205
627,surname,ЕВСЕЕВ
127,department_code,461-849
1097,passport_number,039272
1571,gender,МУЖ
1336,noise,17.01.1992
772,gender,ЖЕН 
27,noise,27.10.2023
833,passport_id,6992 587867
766,birth_date,24.02.1975
712,issued_by,ОТДЕЛ ПОЛИЦИИ УМ8Д РОССИИ ПО КPАСНОДАРСКОМУ КРАЮ В Г/ ГЕЛЕНДЖИК
1354,firstname,ИРИНА
1931,passport_number,558050
1756,birth_date,07.06.1960
818,patronymic,КОHСТАНТИНОВНА
1952,noise,535016
1215,gender,МУЖ/
551,department_code,031-611
839,passport_id,1783 394267
436,noise,557524
566,issue_date,13.10.2020
249,birth_date,19.01.1989
1364,issued_by,УПРА8ЛЕНИЕ ПО ВОПР0САМ МИГРАЦNИ МВД РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В Г. ПЕТРОЗАВОДСК
682,passport_series,8970
890,surname,СТЕПАНОВА
1906,issue_date,07.11.2021
1741,noise,ЛИЧНЫЙ КОД
1309,passport_number,616167
1925,surname,МЕРКУШЕВ
1755,passport_id,1956 381744
171,passport_number,468502
1382,passport_id,9442410833
857,passport_series,8768
317,passport_id,2046 001053
934,passport_id,0892 573951
1867,issued_by,УПPАВЛEНIЕ ВНУТРЕННNХ ДЕЛ ПО РЕCПУБЛИКЕ MОРДОВИЯ В Г. CАРАНСК
136,noise,КОД ПОDРАЗДЕЛЕНИЯ
1989,department_code,961-879
71,birth_date,14.03.1966
101,passport_id,4079 754078
451,noise,PNRUS<<<<<<<<<<<
1954,passport_number,798657
1496,passport_id,1953 756485
1542,passport_id,7655 519950
756,issue_date,30.04.2009
1627,passport_series,7775
1064,passport_number,003634
139,noise,РОССИЙСКАЯ ФЕДЕРАЦИЯ
547,passport_series,9753
1431,noise,21.07.1944
1256,birth_date,14.09.2003
372,passport_number,546529
186,birth_place,Г. ЯЛУТОРОВСК
1127,noise,КОД ПОДРАЗДЕЛЕНИЯ
831,department_code,483-696
1608,firstname,ИЗМАIЛ
1702,issued_by,ОТДЕЛ УФМС РОССИИ ПО PЕСПУ6ЛИКЕ АДЫГЕЯ В Г. МАЙКОП
168,surname,ПРОХОPOВ
608,passport_number,066505
1659,passport_id,1077745581
1307,noise,ОТДЕЛЕHIЕ
1067,noise,МЕСTО ЖИТЕЛЬСТВA
1545,passport_number,077129
1322,issue_date,24.03.2014
148,passport_series,9735
1585,issued_by,УПРАВЛЕНИЕ ВНУТРЕННИХ ДЕЛ ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ В Г. АРГУН
735,noise,КОД ПОДРА3ДEЛEНИЯ
1902,passport_series,5661
1917,noise,ПАСПОРТ
1175,department_code,213-777
1648,gender,МУЖ
103,passport_series,2451
1356,passport_id,4251 591320
1010,birth_date,01.07.1996
746,patronymic,ФEЛИКСО8HА
929,noise,PNRUS<<<<<<<<<<<
1808,patronymic,ТИМОФEЕВНА
965,passport_id,8241714893
998,issued_by,0ТДЕЛ ПОЛNЦИN УМВД РOССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ PЕСПУБЛИКЕ
48,noise,440-992
1968,noise,П0ДПИСЬ ВЛАДЕЛЬЦА
52,issued_by,ОТДЕЛ УФМС PОССИИ ПО PЕСПУБЛИКЕ БУРЯТIЯ В Г. УЛАН-УДЭ
189,department_code,063-328
1209,passport_series,1737
156,issued_by,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС РОССИИ ПО Г. РОCТОВ-НА-ДОНУ ПО KИРОВСКОМУ РАЙОНУ
119,passport_series,4790
26,passport_series,6906
296,issue_date,07.11.2006
1621,patronymic,ЮЛIАНОВИЧ
338,surname,СУХАНОВA
165,department_code,652-894
748,birth_place,Г. МУРАШИ
1733,birth_place,Г. ВОЛОK0ЛАМСК
789,firstname,ПРОКОФИЙ
1220,passport_number,600775
1783,passport_id,8480 414364
1865,department_code,183-737
1450,birth_place,Г- HАЛЬЧИК
921,birth_date,27.09.1998
1410,birth_date,03.04.1992
767,passport_id,1965 662314
341,firstname,ТАИСNЯ
36,passport_number,126494
11,department_code,133-703
287,issue_date,07.07.2010
1751,birth_place,Г. ЧЕРМОЗ
463,noise,02.06.3931
22,issued_by,ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД PОССИИ ПО РЕСПУБЛИКЕ БУPЯТИЯ
1212,patronymic,ФРОЛOВИЧ
